Preferred_Name	Name	Source
ENSG00000140262	NM_001322162	RefSeq mRNA ID
ENSG00000140262	NM_003205	RefSeq mRNA ID
ENSG00000140262	NM_207036	RefSeq mRNA ID
ENSG00000140262	NM_207037	RefSeq mRNA ID
ENSG00000140262	NM_207038	RefSeq mRNA ID
ENSG00000140262	NM_207040	RefSeq mRNA ID
ENSG00000140262	bHLHb20	Synonym
ENSG00000140262	HEB	Synonym
ENSG00000140262	HsT17266	Synonym
ENSG00000140262	HTF4	Synonym
ENSG00000140262	Q99081	Uniprot ID
ENSG00000140575	ENSG00000140575	Ensembl Gene ID
ENSG00000140575	ENSP00000268182	Ensembl Protein ID
ENSG00000140575	ENSP00000452723	Ensembl Protein ID
ENSG00000140575	ENSP00000453181	Ensembl Protein ID
ENSG00000140575	ENSP00000480393	Ensembl Protein ID
ENSG00000140575	ENSP00000484647	Ensembl Protein ID
ENSG00000140575	ENSP00000488618	Ensembl Protein ID
ENSG00000140575	8826	Entrez Gene ID
ENSG00000140575	IQGAP1	Gene Name
ENSG00000140575	NP_003861	RefSeq Protein ID
ENSG00000140575	NM_003870	RefSeq mRNA ID
ENSG00000140575	HUMORFA01	Synonym
ENSG00000140575	KIAA0051	Synonym
ENSG00000140575	p195	Synonym
ENSG00000140575	P46940	Uniprot ID
ENSG00000140795	ENSG00000140795	Ensembl Gene ID
ENSG00000140795	ENSP00000378288	Ensembl Protein ID
ENSG00000140795	ENSP00000439297	Ensembl Protein ID
ENSG00000140795	91807	Entrez Gene ID
ENSG00000140795	MYLK3	Gene Name
ENSG00000140795	NP_001295230	RefSeq Protein ID
ENSG00000140795	NP_872299	RefSeq Protein ID
ENSG00000140795	NM_001308301	RefSeq mRNA ID
ENSG00000140795	NM_182493	RefSeq mRNA ID
ENSG00000140795	caMLCK	Synonym
ENSG00000140795	Q32MK0	Uniprot ID
ENSG00000141098	ENSG00000141098	Ensembl Gene ID
ENSG00000141098	ENSP00000268797	Ensembl Protein ID
ENSG00000141098	ENSP00000473641	Ensembl Protein ID
ENSG00000141098	ENSP00000477581	Ensembl Protein ID
ENSG00000141098	ENSP00000477784	Ensembl Protein ID
ENSG00000141098	ENSP00000478260	Ensembl Protein ID
ENSG00000141098	ENSP00000483913	Ensembl Protein ID
ENSG00000141098	81577	Entrez Gene ID
ENSG00000141098	GFOD2	Gene Name
ENSG00000141098	NP_001230579	RefSeq Protein ID
ENSG00000141098	NP_110446	RefSeq Protein ID
ENSG00000141098	NM_001243650	RefSeq mRNA ID
ENSG00000141098	NM_030819	RefSeq mRNA ID
ENSG00000141098	FLJ23802	Synonym
ENSG00000141098	MGC11335	Synonym
ENSG00000141098	Q3B7J2	Uniprot ID
ENSG00000141376	ENSG00000141376	Ensembl Gene ID
ENSG00000141376	ENSP00000375067	Ensembl Protein ID
ENSG00000141376	ENSP00000385323	Ensembl Protein ID
ENSG00000141376	ENSP00000386173	Ensembl Protein ID
ENSG00000141376	ENSP00000464711	Ensembl Protein ID
ENSG00000141376	ENSP00000464825	Ensembl Protein ID
ENSG00000141376	ENSP00000464864	Ensembl Protein ID
ENSG00000141376	ENSP00000465175	Ensembl Protein ID
ENSG00000141376	ENSP00000465328	Ensembl Protein ID
ENSG00000141376	ENSP00000465441	Ensembl Protein ID
ENSG00000141376	ENSP00000465539	Ensembl Protein ID
ENSG00000141376	ENSP00000466075	Ensembl Protein ID
ENSG00000141376	ENSP00000466078	Ensembl Protein ID
ENSG00000141376	ENSP00000466552	Ensembl Protein ID
ENSG00000141376	ENSP00000467743	Ensembl Protein ID
ENSG00000141376	ENSP00000468592	Ensembl Protein ID
ENSG00000141376	ENSP00000468682	Ensembl Protein ID
ENSG00000141376	ENSP00000486318	Ensembl Protein ID
ENSG00000141376	54828	Entrez Gene ID
ENSG00000141376	BCAS3	Gene Name
ENSG00000141376	NP_001092902	RefSeq Protein ID
ENSG00000141376	NP_001307399	RefSeq Protein ID
ENSG00000141376	NP_060149	RefSeq Protein ID
ENSG00000141376	NM_001099432	RefSeq mRNA ID
ENSG00000141376	NM_001320470	RefSeq mRNA ID
ENSG00000141376	NM_017679	RefSeq mRNA ID
ENSG00000141376	FLJ20128	Synonym
ENSG00000141376	Q9H6U6	Uniprot ID
ENSG00000141425	ENSG00000141425	Ensembl Gene ID
ENSG00000141425	ENSP00000349955	Ensembl Protein ID
ENSG00000141425	ENSP00000381984	Ensembl Protein ID
ENSG00000141425	ENSP00000465444	Ensembl Protein ID
ENSG00000141425	ENSP00000467268	Ensembl Protein ID
ENSG00000141425	ENSP00000467949	Ensembl Protein ID
ENSG00000141425	ENSP00000467991	Ensembl Protein ID
ENSG00000141425	ENSP00000468108	Ensembl Protein ID
ENSG00000141425	ENSP00000468173	Ensembl Protein ID
ENSG00000141425	ENSP00000468209	Ensembl Protein ID
ENSG00000141425	55197	Entrez Gene ID
ENSG00000141425	RPRD1A	Gene Name
ENSG00000141425	NP_001290340	RefSeq Protein ID
ENSG00000141425	NP_001290341	RefSeq Protein ID
ENSG00000141425	NP_001290342	RefSeq Protein ID
ENSG00000141425	NP_060640	RefSeq Protein ID
ENSG00000141425	NM_001303411	RefSeq mRNA ID
ENSG00000141425	NM_001303412	RefSeq mRNA ID
ENSG00000141425	NM_018170	RefSeq mRNA ID
ENSG00000141425	FLJ10656	Synonym
ENSG00000141425	HsT3101	Synonym
ENSG00000141425	P15RS	Synonym
ENSG00000141425	Q96P16	Uniprot ID
ENSG00000141485	ENSG00000141485	Ensembl Gene ID
ENSG00000141485	ENSP00000293800	Ensembl Protein ID
ENSG00000141485	ENSP00000370464	Ensembl Protein ID
ENSG00000141485	ENSP00000406220	Ensembl Protein ID
ENSG00000141485	ENSP00000459372	Ensembl Protein ID
ENSG00000141485	ENSP00000460037	Ensembl Protein ID
ENSG00000141485	ENSP00000460903	Ensembl Protein ID
ENSG00000141485	ENSP00000461495	Ensembl Protein ID
ENSG00000141485	ENSP00000461622	Ensembl Protein ID
ENSG00000141485	284111	Entrez Gene ID
ENSG00000141485	SLC13A5	Gene Name
ENSG00000141485	NP_001137310	RefSeq Protein ID
ENSG00000141485	NP_001271438	RefSeq Protein ID
ENSG00000141485	NP_001271439	RefSeq Protein ID
ENSG00000141485	NP_808218	RefSeq Protein ID
ENSG00000141485	NM_001143838	RefSeq mRNA ID
ENSG00000141485	NM_001284509	RefSeq mRNA ID
ENSG00000141485	NM_001284510	RefSeq mRNA ID
ENSG00000141485	NM_177550	RefSeq mRNA ID
ENSG00000141485	NACT	Synonym
ENSG00000141485	Q86YT5	Uniprot ID
ENSG00000141570	ENSG00000141570	Ensembl Gene ID
ENSG00000141570	ENSP00000269385	Ensembl Protein ID
ENSG00000141570	ENSP00000405058	Ensembl Protein ID
ENSG00000141570	ENSP00000408753	Ensembl Protein ID
ENSG00000141570	57332	Entrez Gene ID
ENSG00000141570	CBX8	Gene Name
ENSG00000141570	NP_065700	RefSeq Protein ID
ENSG00000141570	NM_020649	RefSeq mRNA ID
ENSG00000141570	HPC3	Synonym
ENSG00000141570	RC1	Synonym
ENSG00000141570	Q9HC52	Uniprot ID
ENSG00000141971	ENSG00000141971	Ensembl Gene ID
ENSG00000141971	ENSP00000324810	Ensembl Protein ID
ENSG00000141971	ENSP00000432526	Ensembl Protein ID
ENSG00000141971	ENSP00000433280	Ensembl Protein ID
ENSG00000141971	ENSP00000433677	Ensembl Protein ID
ENSG00000141971	ENSP00000435052	Ensembl Protein ID
ENSG00000141971	ENSP00000444653	Ensembl Protein ID
ENSG00000141971	ENSP00000470611	Ensembl Protein ID
ENSG00000141971	ENSP00000472288	Ensembl Protein ID
ENSG00000141971	93343	Entrez Gene ID
ENSG00000141971	MVB12A	Gene Name
ENSG00000141971	NP_612410	RefSeq Protein ID
ENSG00000141971	NM_138401	RefSeq mRNA ID
ENSG00000141971	FAM125A	Synonym
ENSG00000141971	FLJ32495	Synonym
ENSG00000141971	Q96EY5	Uniprot ID
ENSG00000142347	ENSG00000142347	Ensembl Gene ID
ENSG00000142347	ENSP00000344871	Ensembl Protein ID
ENSG00000142347	ENSP00000469098	Ensembl Protein ID
ENSG00000142347	ENSP00000469380	Ensembl Protein ID
ENSG00000142347	ENSP00000469387	Ensembl Protein ID
ENSG00000142347	ENSP00000469668	Ensembl Protein ID
ENSG00000142347	ENSP00000481682	Ensembl Protein ID
ENSG00000142347	4542	Entrez Gene ID
ENSG00000142347	MYO1F	Gene Name
ENSG00000142347	NP_036467	RefSeq Protein ID
ENSG00000142347	NM_012335	RefSeq mRNA ID
ENSG00000142347	O00160	Uniprot ID
ENSG00000142459	ENSG00000142459	Ensembl Gene ID
ENSG00000142459	ENSP00000270530	Ensembl Protein ID
ENSG00000142459	ENSP00000445905	Ensembl Protein ID
ENSG00000142459	ENSP00000470145	Ensembl Protein ID
ENSG00000142459	ENSP00000472181	Ensembl Protein ID
ENSG00000142459	115704	Entrez Gene ID
ENSG00000142459	EVI5L	Gene Name
ENSG00000142459	NP_001153416	RefSeq Protein ID
ENSG00000142459	NP_660288	RefSeq Protein ID
ENSG00000142459	NM_001159944	RefSeq mRNA ID
ENSG00000142459	NM_145245	RefSeq mRNA ID
ENSG00000142459	Q96CN4	Uniprot ID
ENSG00000142627	ENSG00000142627	Ensembl Gene ID
ENSG00000142627	ENSP00000351209	Ensembl Protein ID
ENSG00000142627	1969	Entrez Gene ID
ENSG00000142627	EPHA2	Gene Name
ENSG00000142627	NP_004422	RefSeq Protein ID
ENSG00000142627	NM_004431	RefSeq mRNA ID
ENSG00000142627	ECK	Synonym
ENSG00000142627	P29317	Uniprot ID
ENSG00000142686	ENSG00000142686	Ensembl Gene ID
ENSG00000142686	ENSP00000425166	Ensembl Protein ID
ENSG00000142686	127703	Entrez Gene ID
ENSG00000142686	C1orf216	Gene Name
ENSG00000142686	NP_689587	RefSeq Protein ID
ENSG00000142686	NM_152374	RefSeq mRNA ID
ENSG00000142686	FLJ38984	Synonym
ENSG00000142686	Q8TAB5	Uniprot ID
ENSG00000143126	ENSG00000143126	Ensembl Gene ID
ENSG00000143126	ENSP00000271332	Ensembl Protein ID
ENSG00000143126	1952	Entrez Gene ID
ENSG00000143126	CELSR2	Gene Name
ENSG00000143126	NP_001399	RefSeq Protein ID
ENSG00000143126	NM_001408	RefSeq mRNA ID
ENSG00000143126	ADGRC2	Synonym
ENSG00000143126	CDHF10	Synonym
ENSG00000143126	EGFL2	Synonym
ENSG00000143126	Flamingo1	Synonym
ENSG00000143126	KIAA0279	Synonym
ENSG00000143126	MEGF3	Synonym
ENSG00000143126	Q9HCU4	Uniprot ID
ENSG00000143198	ENSG00000143198	Ensembl Gene ID
ENSG00000143198	ENSP00000356858	Ensembl Protein ID
ENSG00000143198	ENSP00000356859	Ensembl Protein ID
ENSG00000143198	ENSP00000356860	Ensembl Protein ID
ENSG00000143198	ENSP00000356863	Ensembl Protein ID
ENSG00000143198	ENSP00000356864	Ensembl Protein ID
ENSG00000143198	ENSP00000487151	Ensembl Protein ID
ENSG00000143198	4259	Entrez Gene ID
ENSG00000143198	MGST3	Gene Name
ENSG00000143198	NP_004519	RefSeq Protein ID
ENSG00000143198	NM_004528	RefSeq mRNA ID
ENSG00000143198	GST-III	Synonym
ENSG00000143198	O14880	Uniprot ID
ENSG00000143494	ENSG00000143494	Ensembl Gene ID
ENSG00000143494	ENSP00000355931	Ensembl Protein ID
ENSG00000143494	ENSP00000355932	Ensembl Protein ID
ENSG00000143494	ENSP00000355935	Ensembl Protein ID
ENSG00000143494	ENSP00000419918	Ensembl Protein ID
ENSG00000143494	ENSP00000428324	Ensembl Protein ID
ENSG00000143494	ENSP00000429040	Ensembl Protein ID
ENSG00000143494	ENSP00000430319	Ensembl Protein ID
ENSG00000143494	79805	Entrez Gene ID
ENSG00000143494	VASH2	Gene Name
ENSG00000143494	NP_001129946	RefSeq Protein ID
ENSG00000143494	NP_001129947	RefSeq Protein ID
ENSG00000143494	NP_001287985	RefSeq Protein ID
ENSG00000143494	NP_079025	RefSeq Protein ID
ENSG00000143494	NM_001136474	RefSeq mRNA ID
ENSG00000143494	NM_001136475	RefSeq mRNA ID
ENSG00000143494	NM_001301056	RefSeq mRNA ID
ENSG00000143494	NM_024749	RefSeq mRNA ID
ENSG00000143494	FLJ12505	Synonym
ENSG00000143494	Q86V25	Uniprot ID
ENSG00000143507	ENSG00000143507	Ensembl Gene ID
ENSG00000143507	ENSP00000355866	Ensembl Protein ID
ENSG00000143507	ENSP00000480008	Ensembl Protein ID
ENSG00000143507	ENSP00000482935	Ensembl Protein ID
ENSG00000143507	ENSP00000483812	Ensembl Protein ID
ENSG00000143507	11221	Entrez Gene ID
ENSG00000143507	DUSP10	Gene Name
ENSG00000143507	NP_009138	RefSeq Protein ID
ENSG00000143507	NM_007207	RefSeq mRNA ID
ENSG00000143507	MKP-5	Synonym
ENSG00000143507	MKP5	Synonym
ENSG00000143507	Q9Y6W6	Uniprot ID
ENSG00000143543	ENSG00000143543	Ensembl Gene ID
ENSG00000143543	ENSP00000271843	Ensembl Protein ID
ENSG00000143543	ENSP00000349069	Ensembl Protein ID
ENSG00000143543	ENSP00000357578	Ensembl Protein ID
ENSG00000143543	ENSP00000395250	Ensembl Protein ID
ENSG00000143543	10899	Entrez Gene ID
ENSG00000143543	JTB	Gene Name
ENSG00000143543	NP_006685	RefSeq Protein ID
ENSG00000143543	NM_006694	RefSeq mRNA ID
ENSG00000143543	hJT	Synonym
ENSG00000143543	PAR	Synonym
ENSG00000143543	O76095	Uniprot ID
ENSG00000144118	ENSG00000144118	Ensembl Gene ID
ENSG00000144118	ENSP00000272519	Ensembl Protein ID
ENSG00000144118	ENSP00000393782	Ensembl Protein ID
ENSG00000144118	ENSP00000398162	Ensembl Protein ID
ENSG00000144118	ENSP00000402866	Ensembl Protein ID
ENSG00000144118	ENSP00000407062	Ensembl Protein ID
ENSG00000144118	ENSP00000414224	Ensembl Protein ID
ENSG00000144118	ENSP00000487037	Ensembl Protein ID
ENSG00000144118	5899	Entrez Gene ID
ENSG00000144118	RALB	Gene Name
ENSG00000144118	NP_002872	RefSeq Protein ID
ENSG00000144118	NM_002881	RefSeq mRNA ID
ENSG00000144118	P11234	Uniprot ID
ENSG00000144369	ENSG00000144369	Ensembl Gene ID
ENSG00000144369	ENSP00000304108	Ensembl Protein ID
ENSG00000144369	ENSP00000478477	Ensembl Protein ID
ENSG00000144369	165215	Entrez Gene ID
ENSG00000144369	FAM171B	Gene Name
ENSG00000144369	NP_803237	RefSeq Protein ID
ENSG00000144369	NM_177454	RefSeq mRNA ID
ENSG00000144369	FLJ34104	Synonym
ENSG00000144369	KIAA1946	Synonym
ENSG00000144369	Q6P995	Uniprot ID
ENSG00000144554	ENSG00000144554	Ensembl Gene ID
ENSG00000144554	ENSP00000287647	Ensembl Protein ID
ENSG00000144554	ENSP00000373318	Ensembl Protein ID
ENSG00000144554	ENSP00000389936	Ensembl Protein ID
ENSG00000144554	ENSP00000398754	Ensembl Protein ID
ENSG00000144554	ENSP00000399354	Ensembl Protein ID
ENSG00000144554	ENSP00000402166	Ensembl Protein ID
ENSG00000144554	ENSP00000486945	Ensembl Protein ID
ENSG00000144554	2177	Entrez Gene ID
ENSG00000144554	FANCD2	Gene Name
ENSG00000144554	NP_001018125	RefSeq Protein ID
ENSG00000144554	NP_001306913	RefSeq Protein ID
ENSG00000144554	NP_149075	RefSeq Protein ID
ENSG00000144554	NM_001018115	RefSeq mRNA ID
ENSG00000144554	NM_001319984	RefSeq mRNA ID
ENSG00000144554	NM_033084	RefSeq mRNA ID
ENSG00000144554	FA-D2	Synonym
ENSG00000144554	Q9BXW9	Uniprot ID
ENSG00000144659	ENSG00000144659	Ensembl Gene ID
ENSG00000144659	ENSP00000273158	Ensembl Protein ID
ENSG00000144659	ENSP00000394244	Ensembl Protein ID
ENSG00000144659	54977	Entrez Gene ID
ENSG00000144659	SLC25A38	Gene Name
ENSG00000144659	NP_060345	RefSeq Protein ID
ENSG00000144659	NM_017875	RefSeq mRNA ID
ENSG00000144659	FLJ20551	Synonym
ENSG00000144659	Q96DW6	Uniprot ID
ENSG00000144713	ENSG00000144713	Ensembl Gene ID
ENSG00000144713	ENSP00000339064	Ensembl Protein ID
ENSG00000144713	ENSP00000380156	Ensembl Protein ID
ENSG00000144713	ENSP00000380158	Ensembl Protein ID
ENSG00000144713	ENSP00000388674	Ensembl Protein ID
ENSG00000144713	ENSP00000412393	Ensembl Protein ID
ENSG00000144713	ENSP00000413742	Ensembl Protein ID
ENSG00000144713	ENSP00000416429	Ensembl Protein ID
ENSG00000144713	6161	Entrez Gene ID
ENSG00000144713	RPL32	Gene Name
ENSG00000144713	NP_000985	RefSeq Protein ID
ENSG00000144713	NP_001007074	RefSeq Protein ID
ENSG00000144713	NP_001007075	RefSeq Protein ID
ENSG00000144713	NM_000994	RefSeq mRNA ID
ENSG00000144713	NM_001007073	RefSeq mRNA ID
ENSG00000144713	NM_001007074	RefSeq mRNA ID
ENSG00000144713	L32	Synonym
ENSG00000144713	P62910	Uniprot ID
ENSG00000145687	ENSG00000145687	Ensembl Gene ID
ENSG00000145687	ENSP00000322977	Ensembl Protein ID
ENSG00000145687	ENSP00000422756	Ensembl Protein ID
ENSG00000145687	ENSP00000422961	Ensembl Protein ID
ENSG00000145687	ENSP00000423969	Ensembl Protein ID
ENSG00000145687	ENSP00000424561	Ensembl Protein ID
ENSG00000145687	ENSP00000424657	Ensembl Protein ID
ENSG00000145687	ENSP00000425146	Ensembl Protein ID
ENSG00000145687	ENSP00000426183	Ensembl Protein ID
ENSG00000145687	ENSP00000483921	Ensembl Protein ID
ENSG00000145687	23635	Entrez Gene ID
ENSG00000145687	SSBP2	Gene Name
ENSG00000145687	NP_001243661	RefSeq Protein ID
ENSG00000145687	NP_001243662	RefSeq Protein ID
ENSG00000145687	NP_001243663	RefSeq Protein ID
ENSG00000145687	NP_001243664	RefSeq Protein ID
ENSG00000145687	NP_001243665	RefSeq Protein ID
ENSG00000145687	NP_036578	RefSeq Protein ID
ENSG00000145687	NM_001256732	RefSeq mRNA ID
ENSG00000145687	NM_001256733	RefSeq mRNA ID
ENSG00000145687	NM_001256734	RefSeq mRNA ID
ENSG00000145687	NM_001256735	RefSeq mRNA ID
ENSG00000145687	NM_001256736	RefSeq mRNA ID
ENSG00000145687	NM_012446	RefSeq mRNA ID
ENSG00000145687	HSPC116	Synonym
ENSG00000145687	P81877	Uniprot ID
ENSG00000145741	ENSG00000145741	Ensembl Gene ID
ENSG00000145741	ENSP00000338516	Ensembl Protein ID
ENSG00000145741	ENSP00000369965	Ensembl Protein ID
ENSG00000145741	ENSP00000420978	Ensembl Protein ID
ENSG00000145741	ENSP00000425490	Ensembl Protein ID
ENSG00000145741	689	Entrez Gene ID
ENSG00000145741	BTF3	Gene Name
ENSG00000145741	NP_001032726	RefSeq Protein ID
ENSG00000145741	NP_001198	RefSeq Protein ID
ENSG00000145741	NM_001037637	RefSeq mRNA ID
ENSG00000145741	NM_001207	RefSeq mRNA ID
ENSG00000145741	BTF3a	Synonym
ENSG00000145741	BTF3b	Synonym
ENSG00000145741	NACB	Synonym
ENSG00000145741	P20290	Uniprot ID
ENSG00000145808	ENSG00000145808	Ensembl Gene ID
ENSG00000145808	ENSP00000274487	Ensembl Protein ID
ENSG00000145808	ENSP00000422491	Ensembl Protein ID
ENSG00000145808	ENSP00000423537	Ensembl Protein ID
ENSG00000145808	171019	Entrez Gene ID
ENSG00000145808	ADAMTS19	Gene Name
ENSG00000145808	NP_598377	RefSeq Protein ID
ENSG00000145808	NM_133638	RefSeq mRNA ID
ENSG00000145808	Q8TE59	Uniprot ID
ENSG00000146067	ENSG00000146067	Ensembl Gene ID
ENSG00000146067	ENSP00000422131	Ensembl Protein ID
ENSG00000146067	ENSP00000423855	Ensembl Protein ID
ENSG00000146067	ENSP00000423911	Ensembl Protein ID
ENSG00000146067	ENSP00000424052	Ensembl Protein ID
ENSG00000146067	ENSP00000424300	Ensembl Protein ID
ENSG00000146067	ENSP00000424652	Ensembl Protein ID
ENSG00000146067	ENSP00000424961	Ensembl Protein ID
ENSG00000146067	ENSP00000425002	Ensembl Protein ID
ENSG00000146067	ENSP00000425173	Ensembl Protein ID
ENSG00000146067	ENSP00000425310	Ensembl Protein ID
ENSG00000146067	ENSP00000432463	Ensembl Protein ID
ENSG00000146067	54540	Entrez Gene ID
ENSG00000146067	FAM193B	Gene Name
ENSG00000146067	NP_001177875	RefSeq Protein ID
ENSG00000146067	NM_001190946	RefSeq mRNA ID
ENSG00000146067	FLJ10404	Synonym
ENSG00000146067	KIAA1931	Synonym
ENSG00000146067	Q96PV7	Uniprot ID
ENSG00000146859	ENSG00000146859	Ensembl Gene ID
ENSG00000146859	ENSP00000275767	Ensembl Protein ID
ENSG00000146859	55281	Entrez Gene ID
ENSG00000146859	TMEM140	Gene Name
ENSG00000146859	NP_060765	RefSeq Protein ID
ENSG00000146859	NM_018295	RefSeq mRNA ID
ENSG00000146859	FLJ11000	Synonym
ENSG00000146859	Q9NV12	Uniprot ID
ENSG00000148156	ENSG00000148156	Ensembl Gene ID
ENSG00000148156	ENSP00000363799	Ensembl Protein ID
ENSG00000148156	10880	Entrez Gene ID
ENSG00000148156	ACTL7B	Gene Name
ENSG00000148156	NP_006677	RefSeq Protein ID
ENSG00000148156	NM_006686	RefSeq mRNA ID
ENSG00000148156	Tact1	Synonym
ENSG00000148156	Q9Y614	Uniprot ID
ENSG00000148337	ENSG00000148337	Ensembl Gene ID
ENSG00000148337	ENSP00000277465	Ensembl Protein ID
ENSG00000148337	ENSP00000321780	Ensembl Protein ID
ENSG00000148337	ENSP00000350169	Ensembl Protein ID
ENSG00000148337	ENSP00000362029	Ensembl Protein ID
ENSG00000148337	ENSP00000362039	Ensembl Protein ID
ENSG00000148337	ENSP00000362045	Ensembl Protein ID
ENSG00000148337	ENSP00000377232	Ensembl Protein ID
ENSG00000148337	ENSP00000398011	Ensembl Protein ID
ENSG00000148337	ENSP00000407265	Ensembl Protein ID
ENSG00000148337	ENSP00000439244	Ensembl Protein ID
ENSG00000148337	ENSP00000486816	Ensembl Protein ID
ENSG00000148337	ENSP00000489129	Ensembl Protein ID
ENSG00000148337	ENSP00000489425	Ensembl Protein ID
ENSG00000148337	25792	Entrez Gene ID
ENSG00000148337	CIZ1	Gene Name
ENSG00000148337	NP_001124487	RefSeq Protein ID
ENSG00000148337	NP_001124488	RefSeq Protein ID
ENSG00000148337	NP_001124489	RefSeq Protein ID
ENSG00000148337	NP_001124490	RefSeq Protein ID
ENSG00000148337	NP_001244904	RefSeq Protein ID
ENSG00000148337	NP_001244905	RefSeq Protein ID
ENSG00000148337	NP_036259	RefSeq Protein ID
ENSG00000148337	NM_001131015	RefSeq mRNA ID
ENSG00000148337	NM_001131016	RefSeq mRNA ID
ENSG00000148337	NM_001131017	RefSeq mRNA ID
ENSG00000148337	NM_001131018	RefSeq mRNA ID
ENSG00000148337	NM_001257975	RefSeq mRNA ID
ENSG00000148337	NM_001257976	RefSeq mRNA ID
ENSG00000148337	NM_012127	RefSeq mRNA ID
ENSG00000148337	LSFR1	Synonym
ENSG00000148337	ZNF356	Synonym
ENSG00000148337	Q9ULV3	Uniprot ID
ENSG00000148444	ENSG00000148444	Ensembl Gene ID
ENSG00000148444	ENSP00000366032	Ensembl Protein ID
ENSG00000148444	ENSP00000391237	Ensembl Protein ID
ENSG00000148444	ENSP00000394580	Ensembl Protein ID
ENSG00000148444	ENSP00000408982	Ensembl Protein ID
ENSG00000148444	ENSP00000473433	Ensembl Protein ID
ENSG00000148444	ENSP00000473624	Ensembl Protein ID
ENSG00000148444	23412	Entrez Gene ID
ENSG00000148444	COMMD3	Gene Name
ENSG00000148444	NP_036203	RefSeq Protein ID
ENSG00000148444	NM_012071	RefSeq mRNA ID
ENSG00000148444	BUP	Synonym
ENSG00000148444	C10orf8	Synonym
ENSG00000148444	Q9UBI1	Uniprot ID
ENSG00000149150	ENSG00000149150	Ensembl Gene ID
ENSG00000149150	ENSP00000278426	Ensembl Protein ID
ENSG00000149150	ENSP00000432241	Ensembl Protein ID
ENSG00000149150	ENSP00000432361	Ensembl Protein ID
ENSG00000149150	ENSP00000434312	Ensembl Protein ID
ENSG00000149150	ENSP00000435486	Ensembl Protein ID
ENSG00000149150	ENSP00000435647	Ensembl Protein ID
ENSG00000149150	ENSP00000435673	Ensembl Protein ID
ENSG00000149150	ENSP00000435803	Ensembl Protein ID
ENSG00000149150	8501	Entrez Gene ID
ENSG00000149150	SLC43A1	Gene Name
ENSG00000149150	NP_001185739	RefSeq Protein ID
ENSG00000149150	NP_003618	RefSeq Protein ID
ENSG00000149150	NM_001198810	RefSeq mRNA ID
ENSG00000149150	NM_003627	RefSeq mRNA ID
ENSG00000149150	PB39	Synonym
ENSG00000149150	POV1	Synonym
ENSG00000149150	R00504	Synonym
ENSG00000149150	O75387	Uniprot ID
ENSG00000149177	ENSG00000149177	Ensembl Gene ID
ENSG00000149177	ENSP00000400010	Ensembl Protein ID
ENSG00000149177	ENSP00000409733	Ensembl Protein ID
ENSG00000149177	ENSP00000432686	Ensembl Protein ID
ENSG00000149177	ENSP00000435618	Ensembl Protein ID
ENSG00000149177	ENSP00000477933	Ensembl Protein ID
ENSG00000149177	ENSP00000479342	Ensembl Protein ID
ENSG00000149177	5795	Entrez Gene ID
ENSG00000149177	PTPRJ	Gene Name
ENSG00000149177	NP_001091973	RefSeq Protein ID
ENSG00000149177	NP_002834	RefSeq Protein ID
ENSG00000149177	NM_001098503	RefSeq mRNA ID
ENSG00000149177	NM_002843	RefSeq mRNA ID
ENSG00000149177	CD148	Synonym
ENSG00000149177	DEP1	Synonym
ENSG00000149177	HPTPeta	Synonym
ENSG00000149177	Q12913	Uniprot ID
ENSG00000149922	ENSG00000149922	Ensembl Gene ID
ENSG00000149922	ENSP00000279386	Ensembl Protein ID
ENSG00000149922	ENSP00000378650	Ensembl Protein ID
ENSG00000149922	ENSP00000460425	Ensembl Protein ID
ENSG00000149922	ENSP00000461223	Ensembl Protein ID
ENSG00000149922	ENSP00000485762	Ensembl Protein ID
ENSG00000149922	6911	Entrez Gene ID
ENSG00000149922	TBX6	Gene Name
ENSG00000149922	NP_004599	RefSeq Protein ID
ENSG00000149922	NM_004608	RefSeq mRNA ID
ENSG00000149922	O95947	Uniprot ID
ENSG00000150076	ENSG00000150076	Ensembl Gene ID
ENSG00000150076	ENSP00000303710	Ensembl Protein ID
ENSG00000150076	ENSP00000364165	Ensembl Protein ID
ENSG00000150076	ENSP00000364168	Ensembl Protein ID
ENSG00000150076	AL356053.1	Gene Name
ENSG00000150076	NP_078964	RefSeq Protein ID
ENSG00000150076	NM_024688	RefSeq mRNA ID
ENSG00000151364	ENSG00000151364	Ensembl Gene ID
ENSG00000151364	ENSP00000316482	Ensembl Protein ID
ENSG00000151364	ENSP00000431155	Ensembl Protein ID
ENSG00000151364	65987	Entrez Gene ID
ENSG00000151364	KCTD14	Gene Name
ENSG00000151364	NP_001269335	RefSeq Protein ID
ENSG00000151364	NP_076419	RefSeq Protein ID
ENSG00000151364	NM_001282406	RefSeq mRNA ID
ENSG00000151364	NM_023930	RefSeq mRNA ID
ENSG00000151364	MGC2376	Synonym
ENSG00000151364	Q9BQ13	Uniprot ID
ENSG00000152193	ENSG00000152193	Ensembl Gene ID
ENSG00000152193	ENSP00000282003	Ensembl Protein ID
ENSG00000152193	79596	Entrez Gene ID
ENSG00000152193	RNF219	Gene Name
ENSG00000152193	NP_078822	RefSeq Protein ID
ENSG00000152193	NM_024546	RefSeq mRNA ID
ENSG00000152193	C13orf7	Synonym
ENSG00000152193	FLJ13449	Synonym
ENSG00000152193	Q5W0B1	Uniprot ID
